FID,BETA,FLUX_BETA,PIVOT_BETA,REDSHIFT,A,SIGMA,FLUX_LA,EW_LA
1747_199_15_3878,-2.719091354269933,115751818046.79355,2000.0,8.316,471443993026.1036,10.0,5870955171840.247,26.372692613024658
1747_199_15_3879,-2.7188712724985464,114866142901.33226,2000.0,8.316,402588653344.12964,10.0,5013490407001.641,22.697041419561195
1747_199_15_3880,-2.752743289841709,115635587822.63713,2000.0,8.316,402519416090.2128,10.0,5012628186207.696,22.16530390332906
1747_199_15_3881,-2.7036314054611323,115737254848.98349,2000.0,8.316,367371355479.8182,10.0,4574924681076.122,20.712186990390727
1747_199_15_3882,-2.780153856641167,114316289396.44368,2000.0,8.316,419053515107.8685,10.0,5218529535202.188,23.025814749919192
1747_199_15_3883,-2.779214438509214,116573568835.16774,2000.0,8.316,399996110010.3696,10.0,4981205117722.93,21.563158028742873
1747_199_15_3884,-2.7503455231028893,117261007088.50476,2000.0,8.316,299641861442.72156,10.0,3731480222804.705,16.290916136371987
1747_199_16_3885,-2.736550156771579,115332872948.63895,2000.0,8.316,310339447792.2871,10.0,3864698698030.271,17.272784713736115
1747_199_16_3886,-2.7484430029730884,117206426276.79845,2000.0,8.316,349001457102.3893,10.0,4346161876839.534,19.00131614187952
1747_199_16_3887,-2.7238794281993743,115666509394.67543,2000.0,8.316,366769545683.4322,10.0,4567430263098.967,20.483439694850375
1747_199_16_3888,-2.793678788670163,116480292135.84634,2000.0,8.316,187286614090.66492,10.0,2332305283081.9634,10.031931307409131
1747_199_16_3889,-2.767561463662322,117016925496.36932,2000.0,8.316,218494243835.8274,10.0,2720938075022.304,11.802303227987725
1747_199_16_3890,-2.7372333832003783,115641266684.03511,2000.0,8.316,187581041368.5342,10.0,2335971825397.292,10.408949739658112
1747_199_16_3891,-2.701008047079283,116456581145.02484,2000.0,8.316,336646222994.38214,10.0,4192300492117.8813,18.887331055430757
1747_199_16_3892,-2.7443251943650515,115649659767.84518,2000.0,8.316,343332709550.4039,10.0,4275568204525.3276,18.983170416542055
1747_199_16_3893,-2.7488789605067994,115246413669.62442,2000.0,8.316,285450153896.9523,10.0,3554748988457.5,15.802161580014342
1747_199_16_3894,-2.752675909862909,116243798756.927,2000.0,8.316,219572128805.35117,10.0,2734361120877.3486,12.028191980818203
1747_199_17_3895,-2.726812693002928,114618486491.68665,2000.0,8.316,356902116587.6797,10.0,4444549847313.784,20.085270359856793
1747_199_17_3896,-2.7231156537541525,116449285096.6686,2000.0,8.316,383666238520.3524,10.0,4777847041476.331,21.291148865842953
1747_199_17_3897,-2.7345305203779904,114126646728.7427,2000.0,8.316,426258587011.49945,10.0,5308255260382.359,23.999440277052692
1747_199_17_3898,-2.7534379049795765,115508596340.233,2000.0,8.316,461813357482.48035,10.0,5751023577866.554,25.449567889375878
1747_199_17_3899,-2.762814335661156,113993982518.20049,2000.0,8.316,424273949256.5688,10.0,5283540300675.8,23.581203853077053
1747_199_17_3900,-2.7801049229529786,113739070230.21828,2000.0,8.316,481652566048.16907,10.0,5998083898619.223,26.600415418056627
1747_199_17_3901,-2.7472540892193527,114764690529.54796,2000.0,8.316,459777975816.4094,10.0,5725676697439.92,25.58024639518416
1747_199_17_3902,-2.724369401379774,114848590494.34312,2000.0,8.316,435339427575.6412,10.0,5421340183858.631,24.48012747398994
1747_199_17_3903,-2.7404086902113116,114007748801.06316,2000.0,8.316,525749982022.3201,10.0,6547234924420.706,29.54536554036215
1747_199_17_3904,-2.707452417632924,114643981068.83044,2000.0,8.316,417195672190.8614,10.0,5195393568590.21,23.700443384816456
1747_199_18_3905,-2.7106926189627427,114884209181.73558,2000.0,8.316,369346742731.1129,10.0,4599524443022.255,20.904582659024484
1747_199_18_3906,-2.739875205342663,114393990129.02515,2000.0,8.316,503951274327.41223,10.0,6275772698633.546,28.2322260153801
1747_199_18_3907,-2.719096564666266,115547805979.16864,2000.0,8.316,357247839004.29266,10.0,4448855174860.344,20.019764667677254
1747_199_18_3908,-2.7219320447714574,115482623938.18956,2000.0,8.316,450482909223.52313,10.0,5609923988542.674,25.223180669338312
1747_199_18_3909,-2.75641524254889,115037169149.71465,2000.0,8.316,259508901660.2683,10.0,3231699100801.939,14.338336114946424
1747_199_18_3910,-2.71641637171498,113232905552.29208,2000.0,8.316,382823250164.2603,10.0,4767349194601.176,21.92078170241433
1747_199_18_3911,-2.6905296999363757,117544435017.34105,2000.0,8.316,459350648869.3084,10.0,5720355137748.288,25.6665819134613
1747_199_18_3912,-2.7676567251324142,115753373720.45686,2000.0,8.316,342971048881.4461,10.0,4271064395788.177,18.72745080818589
1747_199_18_3913,-2.7171728933174495,116109400218.29366,2000.0,8.316,347654157552.7283,10.0,4329383775143.2373,19.406486156161698
1747_199_18_3914,-2.754359095915629,115589280481.60796,2000.0,8.316,314925227935.5341,10.0,3921806032193.3506,17.334806860241905
1747_199_19_3915,-2.772960098707814,113319903864.87956,2000.0,8.316,409173593095.97076,10.0,5095493543459.4375,22.76197542187274
1747_199_19_3916,-2.7342095660016343,114970371145.11215,2000.0,8.316,455704197345.0684,10.0,5674945388654.474,25.47308227651066
1747_199_19_3917,-2.7675267532546055,112634442926.64522,2000.0,8.316,397047212956.84814,10.0,4944482107856.012,22.281985672353265
1747_199_19_3918,-2.785682486892808,115522947740.78485,2000.0,8.316,328757111700.3232,10.0,4094056332815.348,17.82647743391802
1747_199_19_3919,-2.728308781430901,115292939758.20726,2000.0,8.316,462333567136.01935,10.0,5757501818338.518,25.84714403782695
1747_199_19_3920,-2.761202503083971,113820769458.20775,2000.0,8.316,452193116002.67267,10.0,5631221422561.328,25.19140302635202
1747_199_19_3921,-2.760130045733565,114332715722.13243,2000.0,8.316,373243832091.2487,10.0,4648055418647.065,20.71113294711868
1747_199_19_3922,-2.7215805861908158,113537629602.96571,2000.0,8.316,431992565366.4269,10.0,5379661260620.054,24.606542344273606
1747_199_19_3923,-2.734094845893064,113436606613.0611,2000.0,8.316,341442928977.0313,10.0,4252034514002.1562,19.34523885910644
1747_199_19_3924,-2.7535126137804427,114536389538.80127,2000.0,8.316,360951352328.25085,10.0,4494975522186.664,20.05936888496185
1747_199_20_3925,-2.7361622172040954,116104049927.36499,2000.0,8.316,351187501994.3617,10.0,4373384986592.2334,19.420214522759764
1747_199_20_3926,-2.732186682410419,114428637029.29185,2000.0,8.316,498847460829.83057,10.0,6212214225743.9,28.044951124960953
1747_199_20_3927,-2.7322571658495005,114325436748.73016,2000.0,8.316,528600760382.2256,10.0,6582736049057.86,29.743448921974306
1747_199_20_3928,-2.7211736052659408,113968155303.60706,2000.0,8.316,485031240735.1668,10.0,6040158986903.351,27.528864886033
1747_199_20_3929,-2.670800963377522,114093092461.72815,2000.0,8.316,432534666591.1699,10.0,5386412119759.519,25.145004343032767
1747_199_20_3930,-2.716367780210439,114577697162.81621,2000.0,8.316,519926934884.4067,10.0,6474719738702.114,29.422739920916698
1747_199_20_3931,-2.712673484835113,114775699695.61447,2000.0,8.316,564364200038.48,10.0,7028102951847.219,31.941029691268476
1747_199_20_3932,-2.7597599419699934,113092120216.60677,2000.0,8.316,444087249210.4904,10.0,5530277978016.95,24.917111226285805
1747_199_20_3933,-2.687914091472561,112460828111.49416,2000.0,8.316,579807295173.5492,10.0,7220417883405.665,33.90576417078086
1747_199_20_3934,-2.6752189099964245,116026678352.55435,2000.0,8.316,535388377374.8104,10.0,6667263152333.265,30.538400355976904
1747_199_21_3935,-2.7946020009286068,117560854388.46492,2000.0,8.316,320775143586.38403,10.0,3994655815101.253,17.016439248973665
1747_199_21_3936,-2.74239281805482,115449364045.02435,2000.0,8.316,418167615586.47437,10.0,5207497309839.69,23.183257368315573
1747_199_21_3937,-2.757785874461306,117731078538.57645,2000.0,8.316,348224737255.906,10.0,4336489280587.938,18.78697773207989
1747_199_21_3938,-2.770922416741496,115459307823.95518,2000.0,8.316,319505675641.9653,10.0,3978846960806.745,17.462186301026794
1747_199_21_3939,-2.7125893099427243,117274264819.41238,2000.0,8.316,378944714062.03485,10.0,4719049265181.417,20.990884226280258
1747_199_21_3940,-2.764799363130352,116461963985.89609,2000.0,8.316,334290633607.11237,10.0,4162966022063.115,18.168228028521686
1747_199_21_3941,-2.7824123152633615,116372541317.9093,2000.0,8.316,370777067124.6281,10.0,4617336464216.153,19.990691829466126
1747_199_21_3942,-2.730428491925687,114723392101.35153,2000.0,8.316,384179630170.1598,10.0,4784240376434.891,21.561751266264952
1747_199_21_3943,-2.744953550149572,116931413540.34702,2000.0,8.316,343712284395.2834,10.0,4280295100893.9546,18.789964581961616
1747_199_21_3944,-2.7808747881715843,117073977123.13797,2000.0,8.316,377161363228.81104,10.0,4696840958463.336,20.2285444868653
1747_199_31_3945,-2.253696647686666,114526878971.89592,2000.0,8.316,426568740608.6311,10.0,5312117644657.227,30.40406231794957
1747_199_31_3946,-2.2325404296971136,114098466139.76553,2000.0,8.316,508068347117.4418,10.0,6327043157366.759,36.733773099169696
1747_199_31_3947,-2.210040582597627,114346410726.31812,2000.0,8.316,572015504862.6232,10.0,7123385675337.435,41.73228077753826
1747_199_31_3948,-2.2399384317536257,114964389418.24309,2000.0,8.316,473016816916.2272,10.0,5890541758346.195,33.81717102902742
1747_199_31_3949,-2.265407838490607,114192256460.58774,2000.0,8.316,514064344856.3275,10.0,6401712120077.468,36.534176231803485
1747_199_31_3950,-2.1991293286965834,113793910216.04823,2000.0,8.316,555614879348.182,10.0,6919146489750.67,40.95437719993979
1747_199_31_3951,-2.2096451612067844,115794809884.15417,2000.0,8.316,529621455140.9879,10.0,6595446897560.483,38.163553738870405
1747_199_31_3952,-2.237388179133728,114660733757.286,2000.0,8.316,550872618732.2659,10.0,6860090483308.596,39.53773352983461
1747_199_31_3953,-2.2346954856025874,114411189560.29236,2000.0,8.316,587470320418.3422,10.0,7315846562863.605,42.31309484568581
1747_199_31_3954,-2.278955346649838,114623323123.68942,2000.0,8.316,452294721700.5507,10.0,5632486731922.079,31.808160669200888
1747_199_23_3955,-2.7307381389232415,115825264342.60382,2000.0,8.316,483207993779.75574,10.0,6017453848433.551,26.857498343668894
1747_199_23_3956,-2.7302792222439076,115426109651.87865,2000.0,8.316,438727957376.9696,10.0,5463537999201.125,24.475140495046
1747_199_23_3957,-2.7438726987859767,116149116527.06369,2000.0,8.316,361039025539.16266,10.0,4496067328421.652,19.88080514753716
1747_199_23_3958,-2.68140231552334,115141031654.3746,2000.0,8.316,512461528587.3639,10.0,6381752034461.824,29.36498687778908
1747_199_23_3959,-2.7354014320099314,115324415690.13583,2000.0,8.316,435213953214.3481,10.0,5419777634836.342,24.238644580382466
1747_199_23_3960,-2.729204351689314,115422429333.17882,2000.0,8.316,466758833670.20905,10.0,5812610255035.121,26.053652049985658
1747_199_23_3961,-2.7034718944475244,116119709359.59335,2000.0,8.316,493588774521.4204,10.0,6146727101003.431,27.738799220117002
1747_199_23_3962,-2.737121997590186,116027507556.13931,2000.0,8.316,475490771085.89276,10.0,5921350240885.264,26.298804939534165
1747_199_23_3963,-2.728943761021113,115246203117.21323,2000.0,8.316,451238436567.52185,10.0,5619332671723.14,25.229117517699958
1747_199_23_3964,-2.676704526684909,116221574448.70973,2000.0,8.316,567480661550.74,10.0,7066912664355.806,32.29076990506559
1747_199_24_3965,-2.7099656945868156,113796314161.81319,2000.0,8.316,673763850428.9861,10.0,8390471446851.235,38.51272087528276
1747_199_24_3966,-2.720222036857854,112516221815.18697,2000.0,8.316,630864242144.2882,10.0,7856236880593.8125,36.2851199232854
1747_199_24_3967,-2.718034751957202,112663445160.8977,2000.0,8.316,649866773853.306,10.0,8092877952418.73,37.36989491489295
1747_199_24_3968,-2.720806956751809,113171586515.64743,2000.0,8.316,727852747485.915,10.0,9064047724442.98,41.60901960435097
1747_199_24_3969,-2.696336988748264,113983842043.21153,2000.0,8.316,548494368842.7811,10.0,6830473818985.489,31.51370113985478
1747_199_24_3970,-2.711378644344714,113100957061.09142,2000.0,8.316,571028225717.1263,10.0,7111090955941.182,32.817884283303044
1747_199_24_3971,-2.718419487540064,114505473264.74377,2000.0,8.316,657578564326.4281,10.0,8188913911794.754,37.197933385384104
1747_199_24_3972,-2.7259716712432347,114130350839.18259,2000.0,8.316,632107438990.2687,10.0,7871718577381.749,35.74001766690988
1747_199_24_3973,-2.676173444317269,113628308718.09741,2000.0,8.316,627902339741.7396,10.0,7819351913374.035,36.55396070133762
1747_199_24_3974,-2.7182328754496137,114430346900.12631,2000.0,8.316,605245179282.6506,10.0,7537199260367.09,34.26319605300835
1747_199_25_3975,-2.731521405816286,117949336399.57158,2000.0,8.316,483299110439.0479,10.0,6018588536392.301,26.368531208080075
1747_199_25_3976,-2.744601005785963,116380422663.42424,2000.0,8.316,505370546131.71094,10.0,6293447080453.981,27.763122262805954
1747_199_25_3977,-2.70504591831272,115196640381.5897,2000.0,8.316,535301954370.9145,10.0,6666186915093.646,30.30031295278397
1747_199_25_3978,-2.764122253842075,116593507360.2218,2000.0,8.316,456392414077.14325,10.0,5683515843771.712,24.784655074426055
1747_199_25_3979,-2.7434059742892756,117051462021.39249,2000.0,8.316,591153599389.704,10.0,7361714929087.648,32.308746486670245
1747_199_25_3980,-2.745680924245346,118648793562.575,2000.0,8.316,506394952470.38574,10.0,6306204149758.236,27.272875367561735
1747_199_25_3981,-2.728321262545552,116572730111.2861,2000.0,8.316,480068453347.9551,10.0,5978356731049.639,26.54381567079374
1747_199_25_3982,-2.7294543499165163,119147184116.9034,2000.0,8.316,487711536689.6482,10.0,6073537071318.042,26.36886779500807
1747_199_25_3983,-2.705582878401773,118817937273.98222,2000.0,8.316,610669921765.2183,10.0,7604754304879.384,33.503991965179964
1747_199_25_3984,-2.739154350405466,119172134306.64816,2000.0,8.316,516377926892.2658,10.0,6430523466961.287,27.77848441394137
1747_199_26_3985,-2.709607426142998,116220872884.84003,2000.0,8.316,701327485055.3724,10.0,8733725079643.917,39.25896604486473
1747_199_26_3986,-2.7305902250877474,115394177731.80446,2000.0,8.316,664846460862.8605,10.0,8279422000539.463,37.0940440355167
1747_199_26_3987,-2.7610697885547775,115167378489.3434,2000.0,8.316,607352603792.2839,10.0,7563443299971.194,33.44182956052859
1747_199_26_3988,-2.7564661698873825,116138504462.77524,2000.0,8.316,709043311708.0625,10.0,8829811302104.547,38.80343843579289
1747_199_26_3989,-2.7260460403898725,115245361015.9378,2000.0,8.316,677628810536.3901,10.0,8438602312589.646,37.941749179614604
1747_199_26_3990,-2.7054051545331337,115822904818.92188,2000.0,8.316,708944868726.196,10.0,8828585378469.777,39.90510524046012
